1,4.9285,3.8614
1,5.7133,3.6218
1,5.9871,4.5556
1,5.07,3.2134
1,5.1441,3.7486
1,4.3914,3.4569
1,5.5142,4.5211
1,4.5759,4.281
1,5.1254,3.6619
1,5.1387,3.8307
1,4.9239,4.1834
1,5.2426,4.098
1,5.0349,2.9064
1,6.0867,3.2022
1,5.7552,3.7955
1,6.0881,4.4713
1,5.4918,4.1757
1,5.0565,3.5852
1,5.0984,4.2359
1,5.1014,3.7232
1,5.4594,3.5279
1,4.8449,4.0364
1,5.1606,3.8268
1,4.5998,3.9303
1,5.5105,3.6084
1,4.7533,4.0044
1,4.3359,3.7088
1,4.8604,3.5667
1,4.7361,4.3827
1,4.569,3.9955
1,4.7086,3.493
1,5.3181,4.538
1,4.9639,3.6856
1,4.2114,4.0374
1,5.7244,3.5509
1,5.1097,4.7835
1,5.3825,4.7835
1,4.4321,3.9924
1,4.9213,3.7122
1,5.5755,4.3944
1,4.4375,4.1413
1,5.214,3.9684
1,5.814,4.6449
1,4.6446,4.4852
1,3.9664,4.0697
1,3.9897,4.2431
1,4.9564,3.9935
1,5.7004,4.1556
1,4.8332,4.3229
1,4.8917,4.4624
1,4.1477,3.651
1,5.1658,4.0469
1,5.0707,4.2704
1,5.3409,3.4773
1,4.6461,3.9563
1,5.7372,3.7389
1,4.924,3.8831
1,4.1599,4.1062
1,4.896,3.7112
1,5.6977,4.3263
1,5.2424,4.0628
1,4.0893,4.6196
1,5.8891,3.9701
1,5.2846,3.8903
1,5.0416,4.0905
1,4.9868,4.2253
1,4.8993,4.4513
1,4.8772,3.5662
1,4.4937,4.2201
1,5.5809,3.4642
1,4.9524,4.2798
1,5.5018,3.5368
1,5.3121,3.9954
1,5.0588,4.6169
1,5.2198,4.0636
1,4.5508,3.7305
1,5.2623,3.7717
1,5.8323,4.0273
1,5.6161,4.2107
1,5.1692,3.7023
1,5.245,4.174
1,4.9911,3.7167
1,4.5075,4.0119
1,4.647,4.1076
1,4.5582,3.878
1,4.7679,3.976
1,5.5045,4.3293
1,5.5345,3.8715
1,5.6928,3.1581
1,5.3056,4.2405
1,5.6075,3.5561
1,4.0368,4.157
1,5.0334,3.7801
1,3.6855,4.422
1,5.6047,3.4041
1,4.669,3.7318
1,5.5162,4.1479
1,5.4415,4.2657
1,4.7764,3.9733
1,4.5706,3.8004
1,4.8459,3.5362
1,4.8954,4.0595
1,5.0676,3.4908
1,4.8662,4.9144
1,5.2224,3.9021
1,4.4572,4.2215
1,4.9389,4.235
1,4.8222,4.3337
1,4.9137,3.8104
1,4.668,4.6895
1,4.7356,4.0974
1,5.0859,4.0843
1,5.1643,4.103
1,5.3395,4.4563
1,4.9109,4.4807
1,5.3273,3.939
1,5.2068,3.1996
1,4.7873,3.6434
1,4.7616,3.3027
1,5.3488,3.4291
1,3.8505,4.1638
1,5.5869,3.6433
1,5.3277,4.5409
1,4.4046,4.2513
1,6.0192,3.7361
1,4.9653,3.9841
1,5.5574,4.3755
1,6.4593,4.1033
1,4.6451,3.7189
1,5.0755,4.6634
1,3.497,4.0952
1,4.469,4.7111
1,4.7152,4.4804
1,5.4811,4.0789
1,4.7349,3.8917
1,5.0869,3.6204
1,4.8778,4.5695
1,5.3556,4.5505
1,6.3393,4.0147
1,4.9487,3.7771
1,4.5466,4.0542
1,4.7305,3.7062
1,4.7328,3.8459
1,4.6894,3.8804
1,6.063,4.0492
1,5.0094,3.976
1,5.0524,4.4293
1,4.5725,3.6564
1,4.7257,4.4738
1,5.3793,4.453
1,5.0431,4.2303
1,5.408,4.1229
1,5.0437,3.4938
1,4.7193,4.3066
1,5.767,4.0251
1,5.0695,3.8328
1,6.3361,4.2559
1,5.5517,4.2767
1,4.2723,4.8372
1,4.4342,4.0809
1,4.5189,3.3647
1,4.8084,3.3757
1,5.0026,3.4982
1,5.3663,3.4903
1,5.7427,3.7805
1,5.099,4.3791
1,5.0394,3.7576
1,4.593,3.7055
1,5.0713,3.352
1,5.1392,4.1717
1,5.2102,4.0435
1,5.7095,3.861
1,4.4265,3.996
1,5.2767,3.8073
1,4.3028,4.2414
1,5.629,4.851
1,6.3204,4.1734
1,5.4842,4.4597
1,4.36,4.2034
1,5.0737,4.0393
1,4.7983,4.8919
1,4.3254,3.3249
1,4.5373,3.8005
1,4.0196,4.5466
1,4.6765,3.8996
1,5.5484,4.2146
1,5.1892,3.8263
1,3.7618,4.5787
1,5.58,4.357
1,5.4485,3.7865
1,4.3912,3.89
1,4.6431,3.7524
1,5.1807,4.2695
1,4.3247,3.053
1,4.4617,4.3545
1,4.4814,3.335
1,5.254,3.1568
1,5.0282,3.8893
1,4.6791,4.5206
1,4.4115,4.6685
2,2.4114,1.979
2,1.5733,2.3631
2,2.2785,2.0205
2,1.8372,2.097
2,1.2452,2.3753
2,2.3406,1.8668
2,1.6681,2.1379
2,1.6228,2.32
2,1.485,2.3422
2,1.9023,2.1901
2,2.3947,2.8036
2,1.5655,1.6182
2,2.556,1.7472
2,1.8363,2.088
2,1.9366,1.864
2,2.1501,2.1475
2,2.4813,1.5876
2,1.7453,2.0239
2,2.5546,2.2565
2,2.1599,1.697
2,1.5827,1.8976
2,1.5522,1.3936
2,1.7762,1.7499
2,1.8227,2.0916
2,2.5784,2.3878
2,1.5484,2.3763
2,2.899,2.0771
2,1.1713,1.8188
2,1.917,1.5702
2,1.8852,2.2373
2,2.0806,2.1134
2,2.1291,1.8315
2,1.7326,1.9264
2,2.1248,2.0215
2,1.484,1.7704
2,1.7432,1.7959
2,2.4547,1.9149
2,2.2803,1.83
2,1.6884,2.4162
2,2.4578,2.0701
2,1.9454,2.1732
2,2.0127,2.6468
2,2.1428,1.8891
2,2.0517,1.9117
2,2.6946,1.6051
2,2.0205,2.1408
2,2.0413,1.8541
2,1.9135,1.7743
2,1.5699,2.1959
2,2.1163,1.5861
2,2.1668,1.226
2,2.1643,2.503
2,2.1863,2.4002
2,2.3012,2.2019
2,1.7679,1.448
2,2.1677,1.8784
2,2.1814,2.6861
2,1.8669,2.2456
2,1.9918,1.784
2,1.7559,1.8322
2,2.1168,1.8915
2,1.8977,1.9085
2,2.5752,1.7049
2,2.1398,2.5997
2,1.9084,2.2928
2,1.7821,2.115
2,1.2005,2.4593
2,2.0672,1.7164
2,1.7647,2.0144
2,2.0697,2.0306
2,1.5486,1.6488
2,2.2348,2.2022
2,1.7999,1.9407
2,2.1218,2.3819
2,1.7704,2.209
3,5.7025,1.0824
3,5.342,0.93283
3,5.2905,1.2243
3,6.0172,1.0145
3,4.4445,1.4989
3,5.3361,1.3805
3,5.409,0.032705
3,5.1869,1.3496
3,6.0518,0.9058
3,5.4809,0.99955
3,5.7118,1.3891
3,5.3147,1.0519
3,5.6253,0.7646
3,4.5206,1.2207
3,5.996,1.0015
3,5.7905,1.1263
3,5.2073,0.62798
3,5.8794,1.6572
3,5.9037,1.2064
3,4.9973,1.3459
3,5.7684,0.81819
3,5.6184,1.237
3,5.2872,1.8134
3,5.4642,1.267
3,6.2432,1.7498
3,5.4274,1.5261
3,5.2161,1.3705
3,5.7419,1.3069
3,5.9165,1.1864
3,5.4774,1.6919
3,5.4083,1.5172
3,5.9322,0.7687
3,6.1745,1.8579
3,5.4089,1.3128
3,5.7895,1.5919
3,4.7429,1.5041
3,5.2187,1.803
3,5.2378,0.92008
3,4.9457,1.2248
3,5.5161,1.1765
3,5.1643,1.8896
3,5.0885,2.2288
3,5.9441,1.1563
3,5.5361,1.4764
3,5.9568,0.74018
3,5.6216,1.2515
3,6.2425,0.92751
3,5.7474,1.4847
3,5.7607,2.1085
3,5.8749,1.2866
3,5.1508,1.455
3,5.0798,1.6963
3,5.9304,0.92188
3,5.8613,0.65698
3,5.1735,1.2857
3,5.4574,0.95459
3,5.4943,1.8389
3,5.7326,1.8728
3,5.6371,1.0294
3,4.9133,1.8144
3,5.8812,0.77365
3,5.5385,1.4544
3,5.5795,1.3236
3,5.6222,1.2891
3,5.5816,1.0748
3,5.3908,0.88711
3,5.1006,1.177
3,5.3821,1.5025
3,5.3331,1.429
3,5.8321,1.7148
3,6.4619,1.0469
3,5.2204,0.92927
3,5.8373,1.3705
3,5.6725,1.1224
3,5.5617,1.6784
3,5.8001,0.71983
3,5.6889,1.0932
3,5.5463,1.337
3,4.9843,1.0733
3,5.1885,0.90546
3,6.0548,1.7291
3,5.8218,1.6568
3,5.6879,1.9782
3,6.0293,1.5557
3,5.6791,1.0787
3,5.5309,1.1898
3,5.3798,1.4437
3,5.2963,1.771
3,5.4682,1.2235
3,4.8964,0.62866
3,5.3855,0.8971
3,6.049,1.5585
3,5.4317,1.3019
3,5.5706,1.6734
3,5.6097,1.4715
3,6.3798,0.73348
3,5.081,1.8012
3,4.9557,0.79941
3,5.7561,1.267
3,5.8284,1.3525
4,9.0775,2.7771
4,8.9613,3.3209
4,8.7119,3.6016
4,8.0121,3.3679
4,8.0031,2.7771
4,8.6163,3.1395
4,7.7143,2.5646
4,8.4607,3.2403
4,8.1919,3.1652
4,8.6466,2.3903
4,8.0155,2.8756
4,8.4253,3.6547
4,7.7806,2.199
4,8.5266,2.7375
4,8.4052,2.3712
4,7.8011,2.5796
4,8.4194,2.3385
4,8.5392,3.1478
4,8.1397,2.6255
4,8.8223,3.0393
4,8.223,3.2521
4,7.7447,2.8714
4,8.347,3.2511
4,8.1072,2.9153
4,8.211,2.8848
4,7.8876,3.1368
4,8.8244,3.3919
4,7.9467,2.8629
4,8.4443,3.6589
4,8.3809,2.5023
4,8.7111,2.1501
4,8.1033,3.0902
4,8.6581,2.0716
4,8.8598,1.841
4,8.4017,2.9351
4,8.3248,3.0457
4,8.6768,2.8324
4,8.4538,2.8558
4,9.2524,3.1818
4,8.5502,2.809
4,7.6716,3.0474
4,8.7752,2.8323
4,8.7667,2.8062
4,8.0646,3.7007
4,8.2356,3.7525
4,8.8217,3.0722
4,8.1029,3.3185
4,8.2677,3.5017
4,8.5871,2.3659
4,8.0309,2.0319
4,8.592,3.4742
4,8.4763,3.018
4,9.1962,2.4232
4,8.6727,3.2762
4,8.2496,3.2927
4,8.8509,3.7567
4,8.2996,2.9131
4,8.9204,2.9164
4,7.88,2.5445
4,8.9158,1.9658
4,8.6641,2.7161
4,8.7416,3.4551
4,8.331,2.5677
4,8.7948,3.0929
4,8.4685,2.4071
4,8.6258,3.5798
4,8.2338,3.5113
4,8.7999,2.6552
4,8.4696,2.5774
4,8.8129,3.3867
4,8.79,3.4258
4,8.1152,3.3652
4,7.9859,3.0107
4,8.0911,3.125
4,8.125,3.1872
4,8.0634,2.828
4,8.163,3.7819
4,8.4703,2.6265
4,8.2039,2.7047
4,8.884,3.0117
4,8.6289,3.0326
4,8.9539,2.5667
4,8.6764,2.4888
4,8.7571,2.7064
4,8.7279,2.8525
4,8.1132,2.9907
4,8.2166,2.48
4,8.465,2.7173
4,8.4312,2.8101
4,8.8339,2.5734
4,8.3821,3.3978
4,8.0758,3.206
4,8.6379,2.8602
4,8.6044,3.6342
4,9.4946,3.4637
4,9.0568,2.9447
4,8.7354,3.4108
4,8.9286,2.9122
4,8.4012,2.8094
4,7.7989,2.6601
4,8.9475,3.5346
4,8.5513,3.6182
4,9.1388,3.4291
4,8.9027,2.945
4,8.8391,3.5398
4,8.3619,2.9579
